airline_name,date_of_journey,month,month_name,day_of_week,is_weekend,Source,destination,route,Origin,Stop_1,Stop_2,Stop3,Total_stops,dep_time,Arrival_time,Duration,Duration_mins,Route_Type,Additional_info,Price,Price_Per_Min
Alliance Air,28-09-2020,9,September,Monday,No,Hyderabad,Bangalore,HYD-MUM-VAR-BAN,HYD,MUM,VAR,BAN,2 stops,15:22,07:21,7h 0min,420,Domestic_Long,1 Long layover,11939,28.43
IndiGo,21-03-2022,3,March,Monday,No,Lucknow,Guwahati,LUC-COC-VAR-DEL-GUW,LUC,COC,VAR,DEL,3 stops,17:35,19:48,3h 0min,180,Domestic_Long,Red-eye flight,6533,36.29
Vistara,22-07-2021,7,July,Thursday,No,Guwahati,Cochin,GUW-COC,GUW,COC,,,non-stop,05:50,07:40,2h 30min,150,Domestic_Long,In-flight meal not included,10913,72.75
IndiGo,15-01-2019,1,January,Tuesday,Yes,Lucknow,Indore,LUC-IND,LUC,IND,,,non-stop,00:51,11:40,1h 0min,60,Domestic_Short,WiFi available,6838,113.97
Alliance Air,16-08-2019,8,August,Friday,Yes,Pune,Lucknow,PUN-VAR-LUC,PUN,VAR,LUC,,1 stop,15:21,19:56,5h 15min,315,Domestic_Long,Red-eye flight,6100,19.37
Alliance Air,08-09-2022,9,September,Thursday,No,Jaipur,Kolkata,JAI-DEL-VAR-BHU-KOL,JAI,DEL,VAR,BHU,3 stops,12:07,01:11,6h 15min,375,Domestic_Long,Red-eye flight,9318,24.85
Air India,05-10-2024,10,October,Saturday,No,Nagpur,Bhubaneswar,NAG-BHU,NAG,BHU,,,non-stop,05:29,09:44,7h 0min,420,Domestic_Long,In-flight meal not included,2736,6.51
Akasa Air,20-07-2025,7,July,Sunday,No,Pune,Hyderabad,PUN-HYD,PUN,HYD,,,non-stop,09:08,08:32,4h 0min,240,Domestic_Long,Red-eye flight,7230,30.13
TruJet,10-05-2024,5,May,Friday,No,Bhubaneswar,Mumbai,BHU-IND-MUM,BHU,IND,MUM,,1 stop,13:47,10:10,12h 30min,750,Domestic_Long,WiFi available,8594,11.46
Akasa Air,13-04-2025,4,April,Sunday,No,Pune,Lucknow,PUN-PAT-RAI-HYD-LUC,PUN,PAT,RAI,HYD,3 stops,05:52,23:15,3h 0min,180,Domestic_Long,Business class available,10088,56.04
AirAsia India,02-07-2022,7,July,Saturday,Yes,Patna,Chennai,PAT-LUC-CHE,PAT,LUC,CHE,,1 stop,19:01,02:01,4h 0min,240,Domestic_Long,WiFi available,11442,47.68
Air India,01-12-2021,12,December,Wednesday,Yes,Mumbai,Indore,MUM-CHE-IND,MUM,CHE,IND,,1 stop,06:05,01:30,8h 30min,510,Domestic_Long,Red-eye flight,6825,13.38
TruJet,03-11-2019,11,November,Sunday,No,Ahmedabad,Nagpur,AHM-SUR-GOA-PUN-NAG,AHM,SUR,GOA,PUN,3 stops,19:21,06:12,2h 30min,150,Domestic_Long,New aircraft,7687,51.25
Air India,14-07-2019,7,July,Sunday,No,Bangalore,Raipur,BAN-IND-RAI,BAN,IND,RAI,,1 stop,12:39,07:15,2h 0min,120,Domestic_Long,1 Long layover,12868,107.23
Star Air,25-03-2021,3,March,Thursday,No,Bangalore,Chennai,BAN-LUC-GUW-CHE,BAN,LUC,GUW,CHE,2 stops,14:45,15:05,15h 45min,945,Domestic_Long,WiFi available,11980,12.68
Star Air,28-10-2019,10,October,Monday,No,Goa,Cochin,GOA-PUN-LUC-DEL-COC,GOA,PUN,LUC,DEL,3 stops,10:27,19:10,13h 45min,825,Domestic_Long,WiFi available,15281,18.52
Alliance Air,15-05-2025,5,May,Thursday,No,Ahmedabad,Pune,AHM-BHU-PUN,AHM,BHU,PUN,,1 stop,20:56,06:31,12h 15min,735,Domestic_Long,Extra baggage allowed,4548,6.19
Air India,08-08-2020,8,August,Saturday,Yes,Lucknow,Hyderabad,LUC-PUN-RAI-BAN-HYD,LUC,PUN,RAI,BAN,3 stops,13:49,13:09,1h 45min,105,Domestic_Short,Extra baggage allowed,9966,94.91
Vistara,04-05-2023,5,May,Thursday,Yes,Goa,Bangalore,GOA-JAI-VAR-BAN,GOA,JAI,VAR,BAN,2 stops,11:05,19:41,8h 45min,525,Domestic_Long,WiFi available,6262,11.93
Akasa Air,15-05-2025,5,May,Thursday,No,Pune,Lucknow,PUN-COC-LUC,PUN,COC,LUC,,1 stop,01:36,08:34,12h 45min,765,Domestic_Long,New aircraft,5714,7.47
IndiGo,05-10-2021,10,October,Tuesday,No,Mumbai,Kolkata,MUM-AHM-JAI-BHU-KOL,MUM,AHM,JAI,BHU,3 stops,01:44,10:15,9h 0min,540,Domestic_Long,WiFi available,13338,24.7
Akasa Air,07-01-2021,1,January,Thursday,No,Guwahati,Patna,GUW-GOA-COC-PUN-PAT,GUW,GOA,COC,PUN,3 stops,02:10,13:44,14h 15min,855,Domestic_Long,Red-eye flight,9608,11.24
GoAir,19-10-2022,10,October,Wednesday,No,Ahmedabad,Kolkata,AHM-LUC-GUW-KOL,AHM,LUC,GUW,KOL,2 stops,10:54,18:49,7h 30min,450,Domestic_Long,WiFi available,13197,29.33
Alliance Air,21-05-2021,5,May,Friday,No,Lucknow,Pune,LUC-COC-PUN,LUC,COC,PUN,,1 stop,09:12,19:41,5h 0min,300,Domestic_Long,No info,10369,34.56
SpiceJet,23-02-2020,2,February,Sunday,Yes,Pune,Chennai,PUN-AHM-COC-CHE,PUN,AHM,COC,CHE,2 stops,21:06,10:42,2h 15min,135,Domestic_Long,1 Long layover,10170,75.33
Vistara,09-08-2024,8,August,Friday,Yes,Guwahati,Indore,GUW-MUM-DEL-AHM-IND,GUW,MUM,DEL,AHM,3 stops,03:42,09:48,6h 15min,375,Domestic_Long,Business class available,9497,25.33
Star Air,25-01-2022,1,January,Tuesday,No,Bhubaneswar,Varanasi,BHU-VAR,BHU,VAR,,,non-stop,08:43,08:48,11h 0min,660,Domestic_Long,Business class available,6852,10.38
Air India,08-11-2024,11,November,Friday,No,Pune,Indore,PUN-HYD-IND,PUN,HYD,IND,,1 stop,09:55,17:47,11h 45min,705,Domestic_Long,Red-eye flight,4545,6.45
IndiGo,18-11-2022,11,November,Friday,No,Delhi,Ahmedabad,DEL-CHE-HYD-IND-AHM,DEL,CHE,HYD,IND,3 stops,20:27,05:18,2h 0min,120,Domestic_Long,Red-eye flight,11160,93
Alliance Air,25-06-2023,6,June,Sunday,No,Kolkata,Chennai,KOL-AHM-PAT-CHE,KOL,AHM,PAT,CHE,2 stops,20:14,14:26,15h 45min,945,Domestic_Long,Extra baggage allowed,13796,14.6
Alliance Air,08-06-2023,6,June,Thursday,No,Varanasi,Bangalore,VAR-NAG-KOL-BAN,VAR,NAG,KOL,BAN,2 stops,21:34,10:19,5h 30min,330,Domestic_Long,1 Long layover,7331,22.22
SpiceJet,04-02-2024,2,February,Sunday,Yes,Nagpur,Indore,NAG-IND,NAG,IND,,,non-stop,04:24,10:01,7h 45min,465,Domestic_Long,New aircraft,10916,23.48
Star Air,06-05-2025,5,May,Tuesday,Yes,Goa,Raipur,GOA-AHM-CHE-HYD-RAI,GOA,AHM,CHE,HYD,3 stops,00:03,18:41,7h 45min,465,Domestic_Long,Business class available,7353,15.81
Vistara,06-11-2019,11,November,Wednesday,No,Goa,Hyderabad,GOA-SUR-HYD,GOA,SUR,HYD,,1 stop,04:53,07:12,1h 45min,105,Domestic_Short,No info,3921,37.34
Alliance Air,08-12-2019,12,December,Sunday,No,Guwahati,Goa,GUW-GOA,GUW,GOA,,,non-stop,09:10,09:53,11h 15min,675,Domestic_Long,1 Long layover,3228,4.78
Akasa Air,23-09-2024,9,September,Monday,No,Raipur,Pune,RAI-AHM-VAR-PUN,RAI,AHM,VAR,PUN,2 stops,11:11,10:09,2h 30min,150,Domestic_Long,Extra baggage allowed,14858,99.05
AirAsia India,07-12-2022,12,December,Wednesday,No,Chennai,Guwahati,CHE-GUW,CHE,GUW,,,non-stop,09:15,13:52,4h 0min,240,Domestic_Long,Business class available,2723,11.35
Vistara,01-12-2025,12,December,Monday,No,Delhi,Hyderabad,DEL-PUN-RAI-HYD,DEL,PUN,RAI,HYD,2 stops,04:33,07:17,3h 0min,180,Domestic_Long,Limited seats,8512,47.29
Akasa Air,27-02-2023,2,February,Monday,Yes,Mumbai,Raipur,MUM-RAI,MUM,RAI,,,non-stop,01:29,04:44,9h 15min,555,Domestic_Long,Limited seats,8236,14.84
Vistara,11-01-2025,1,January,Saturday,Yes,Hyderabad,Surat,HYD-MUM-SUR,HYD,MUM,SUR,,1 stop,09:11,07:51,1h 0min,60,Domestic_Short,Red-eye flight,7173,119.55
GoAir,26-01-2023,1,January,Thursday,No,Jaipur,Bangalore,JAI-SUR-GOA-LUC-BAN,JAI,SUR,GOA,LUC,3 stops,23:46,17:07,13h 30min,810,Domestic_Long,Business class available,6494,8.02
IndiGo,15-06-2023,6,June,Thursday,No,Guwahati,Cochin,GUW-DEL-SUR-KOL-COC,GUW,DEL,SUR,KOL,3 stops,15:27,09:12,12h 30min,750,Domestic_Long,In-flight meal not included,13645,18.19
Akasa Air,24-08-2022,8,August,Wednesday,No,Chennai,Guwahati,CHE-GUW,CHE,GUW,,,non-stop,02:28,16:45,12h 30min,750,Domestic_Long,New aircraft,3017,4.02
GoAir,10-12-2025,12,December,Wednesday,No,Guwahati,Patna,GUW-KOL-JAI-HYD-PAT,GUW,KOL,JAI,HYD,3 stops,02:26,06:13,3h 45min,225,Domestic_Long,Limited seats,7561,33.6
IndiGo,24-11-2024,11,November,Sunday,No,Nagpur,Indore,NAG-SUR-IND,NAG,SUR,IND,,1 stop,05:14,18:07,3h 45min,225,Domestic_Long,Extra baggage allowed,11485,51.04
AirAsia India,02-07-2022,7,July,Saturday,Yes,Jaipur,Bhubaneswar,JAI-DEL-BHU,JAI,DEL,BHU,,1 stop,18:56,22:09,12h 30min,750,Domestic_Long,In-flight meal not included,10527,14.04
TruJet,01-06-2020,6,June,Monday,Yes,Chennai,Bhubaneswar,CHE-MUM-JAI-LUC-BHU,CHE,MUM,JAI,LUC,3 stops,11:43,05:14,8h 0min,480,Domestic_Long,Extra baggage allowed,14319,29.83
Akasa Air,04-02-2019,2,February,Monday,No,Hyderabad,Pune,HYD-PAT-PUN,HYD,PAT,PUN,,1 stop,07:40,09:48,12h 15min,735,Domestic_Long,New aircraft,11980,16.3
AirAsia India,08-10-2022,10,October,Saturday,No,Guwahati,Pune,GUW-GOA-PUN,GUW,GOA,PUN,,1 stop,08:05,18:37,6h 15min,375,Domestic_Long,Business class available,8653,23.07
SpiceJet,01-09-2023,9,September,Friday,No,Jaipur,Mumbai,JAI-VAR-PUN-MUM,JAI,VAR,PUN,MUM,2 stops,12:18,14:58,9h 45min,585,Domestic_Long,In-flight meal not included,8528,14.58
Akasa Air,01-12-2019,12,December,Sunday,No,Nagpur,Bangalore,NAG-DEL-PUN-PAT-BAN,NAG,DEL,PUN,PAT,3 stops,18:41,20:05,13h 30min,810,Domestic_Long,Red-eye flight,11552,14.26
GoAir,17-01-2025,1,January,Friday,No,Kolkata,Lucknow,KOL-BAN-LUC,KOL,BAN,LUC,,1 stop,20:42,16:18,15h 15min,915,Domestic_Long,New aircraft,6688,7.31
TruJet,04-03-2024,3,March,Monday,Yes,Guwahati,Goa,GUW-AHM-GOA,GUW,AHM,GOA,,1 stop,16:14,14:53,4h 0min,240,Domestic_Long,1 Long layover,4264,17.77
AirAsia India,15-07-2021,7,July,Thursday,Yes,Ahmedabad,Surat,AHM-HYD-SUR,AHM,HYD,SUR,,1 stop,14:14,16:23,2h 0min,120,Domestic_Long,1 Long layover,6632,55.27
IndiGo,16-12-2022,12,December,Friday,No,Chennai,Bangalore,CHE-LUC-AHM-BAN,CHE,LUC,AHM,BAN,2 stops,19:19,02:11,1h 0min,60,Domestic_Short,In-flight meal not included,8485,141.42
Star Air,19-04-2025,4,April,Saturday,No,Bangalore,Guwahati,BAN-GUW,BAN,GUW,,,non-stop,06:19,18:00,2h 15min,135,Domestic_Long,Limited seats,9517,70.5
Alliance Air,16-02-2024,2,February,Friday,No,Lucknow,Chennai,LUC-AHM-CHE,LUC,AHM,CHE,,1 stop,08:08,04:56,12h 45min,765,Domestic_Long,Extra baggage allowed,5940,7.76
Star Air,08-10-2022,10,October,Saturday,No,Lucknow,Raipur,LUC-NAG-RAI,LUC,NAG,RAI,,1 stop,17:28,05:29,12h 15min,735,Domestic_Long,Red-eye flight,12695,17.27
GoAir,15-01-2022,1,January,Saturday,No,Goa,Cochin,GOA-BAN-GUW-CHE-COC,GOA,BAN,GUW,CHE,3 stops,01:13,12:49,1h 0min,60,Domestic_Short,1 Long layover,14292,238.2
GoAir,17-05-2020,5,May,Sunday,Yes,Hyderabad,Raipur,HYD-PAT-RAI,HYD,PAT,RAI,,1 stop,11:47,20:59,13h 45min,825,Domestic_Long,New aircraft,11104,13.46
TruJet,03-10-2019,10,October,Thursday,Yes,Bangalore,Surat,BAN-BHU-MUM-PAT-SUR,BAN,BHU,MUM,PAT,3 stops,03:39,05:28,7h 0min,420,Domestic_Long,No info,6076,14.47
Air India,07-08-2025,8,August,Thursday,No,Bangalore,Varanasi,BAN-PUN-GOA-VAR,BAN,PUN,GOA,VAR,2 stops,03:10,13:11,13h 30min,810,Domestic_Long,No info,8422,10.4
IndiGo,22-02-2020,2,February,Saturday,No,Cochin,Bhubaneswar,COC-BHU,COC,BHU,,,non-stop,11:46,04:05,1h 15min,75,Domestic_Short,In-flight meal not included,3608,48.11
Air India,07-10-2024,10,October,Monday,No,Hyderabad,Indore,HYD-CHE-AHM-GOA-IND,HYD,CHE,AHM,GOA,3 stops,22:59,19:56,2h 45min,165,Domestic_Long,Limited seats,8759,53.08
AirAsia India,06-06-2022,6,June,Monday,No,Nagpur,Bangalore,NAG-BAN,NAG,BAN,,,non-stop,16:35,11:12,3h 0min,180,Domestic_Long,In-flight meal not included,11411,63.39
IndiGo,09-11-2021,11,November,Tuesday,No,Goa,Nagpur,GOA-NAG,GOA,NAG,,,non-stop,18:45,20:57,2h 0min,120,Domestic_Long,Business class available,4332,36.1
IndiGo,01-11-2023,11,November,Wednesday,Yes,Patna,Varanasi,PAT-KOL-AHM-VAR,PAT,KOL,AHM,VAR,2 stops,16:23,06:18,1h 30min,90,Domestic_Short,1 Long layover,12483,138.7
SpiceJet,08-01-2025,1,January,Wednesday,Yes,Goa,Pune,GOA-PUN,GOA,PUN,,,non-stop,10:53,18:33,3h 0min,180,Domestic_Long,WiFi available,8565,47.58
TruJet,05-05-2021,5,May,Wednesday,No,Raipur,Bangalore,RAI-JAI-CHE-BAN,RAI,JAI,CHE,BAN,2 stops,00:02,14:50,15h 45min,945,Domestic_Long,In-flight meal not included,7613,8.06
AirAsia India,10-12-2022,12,December,Saturday,No,Nagpur,Guwahati,NAG-BAN-GUW,NAG,BAN,GUW,,1 stop,10:39,12:20,4h 15min,255,Domestic_Long,WiFi available,8447,33.13
SpiceJet,17-01-2022,1,January,Monday,No,Raipur,Mumbai,RAI-MUM,RAI,MUM,,,non-stop,14:33,00:47,9h 0min,540,Domestic_Long,No info,3300,6.11
SpiceJet,28-06-2025,6,June,Saturday,No,Delhi,Chennai,DEL-CHE,DEL,CHE,,,non-stop,04:28,03:53,4h 0min,240,Domestic_Long,Limited seats,9340,38.92
IndiGo,23-08-2022,8,August,Tuesday,No,Jaipur,Bhubaneswar,JAI-AHM-KOL-GUW-BHU,JAI,AHM,KOL,GUW,3 stops,04:54,21:46,5h 0min,300,Domestic_Long,New aircraft,16607,55.36
Akasa Air,03-12-2023,12,December,Sunday,Yes,Bangalore,Jaipur,BAN-HYD-SUR-DEL-JAI,BAN,HYD,SUR,DEL,3 stops,07:12,08:08,10h 0min,600,Domestic_Long,No info,15384,25.64
GoAir,13-06-2024,6,June,Thursday,Yes,Mumbai,Guwahati,MUM-GUW,MUM,GUW,,,non-stop,04:33,17:04,1h 15min,75,Domestic_Short,1 Long layover,7325,97.67
SpiceJet,11-07-2020,7,July,Saturday,No,Goa,Nagpur,GOA-JAI-VAR-MUM-NAG,GOA,JAI,VAR,MUM,3 stops,12:44,20:12,3h 15min,195,Domestic_Long,Red-eye flight,6314,32.38
IndiGo,03-12-2021,12,December,Friday,No,Guwahati,Pune,GUW-PUN,GUW,PUN,,,non-stop,12:45,02:28,2h 15min,135,Domestic_Long,Red-eye flight,11519,85.33
GoAir,16-01-2025,1,January,Thursday,No,Chennai,Patna,CHE-PUN-PAT,CHE,PUN,PAT,,1 stop,14:55,20:03,6h 30min,390,Domestic_Long,No info,12281,31.49
Akasa Air,12-02-2021,2,February,Friday,No,Patna,Bangalore,PAT-CHE-NAG-IND-BAN,PAT,CHE,NAG,IND,3 stops,15:04,01:55,14h 15min,855,Domestic_Long,New aircraft,8220,9.61
TruJet,02-03-2021,3,March,Tuesday,No,Pune,Bhubaneswar,PUN-CHE-AHM-BHU,PUN,CHE,AHM,BHU,2 stops,21:08,07:29,1h 0min,60,Domestic_Short,Business class available,13600,226.67
Air India,17-05-2020,5,May,Sunday,Yes,Jaipur,Kolkata,JAI-IND-PAT-GUW-KOL,JAI,IND,PAT,GUW,3 stops,15:45,11:26,3h 15min,195,Domestic_Long,No info,13567,69.57
GoAir,18-10-2019,10,October,Friday,Yes,Varanasi,Lucknow,VAR-LUC,VAR,LUC,,,non-stop,10:29,18:54,5h 0min,300,Domestic_Long,Limited seats,7625,25.42
Alliance Air,06-05-2023,5,May,Saturday,No,Lucknow,Guwahati,LUC-IND-BAN-GOA-GUW,LUC,IND,BAN,GOA,3 stops,16:19,09:43,3h 0min,180,Domestic_Long,Limited seats,9210,51.17
Star Air,17-01-2025,1,January,Friday,No,Varanasi,Delhi,VAR-SUR-COC-BAN-DEL,VAR,SUR,COC,BAN,3 stops,13:48,08:34,12h 0min,720,Domestic_Long,New aircraft,10543,14.64
Star Air,02-11-2022,11,November,Wednesday,No,Lucknow,Raipur,LUC-RAI,LUC,RAI,,,non-stop,12:29,13:49,9h 0min,540,Domestic_Long,Limited seats,10493,19.43
Air India,06-11-2025,11,November,Thursday,No,Mumbai,Jaipur,MUM-HYD-PAT-JAI,MUM,HYD,PAT,JAI,2 stops,07:48,03:39,3h 15min,195,Domestic_Long,Red-eye flight,13350,68.46
Star Air,24-12-2024,12,December,Tuesday,No,Patna,Surat,PAT-RAI-SUR,PAT,RAI,SUR,,1 stop,09:08,02:04,7h 0min,420,Domestic_Long,In-flight meal not included,7020,16.71
AirAsia India,09-02-2025,2,February,Sunday,Yes,Varanasi,Surat,VAR-SUR,VAR,SUR,,,non-stop,14:47,20:45,4h 30min,270,Domestic_Long,WiFi available,9475,35.09
GoAir,11-06-2019,6,June,Tuesday,Yes,Surat,Hyderabad,SUR-RAI-HYD,SUR,RAI,HYD,,1 stop,21:13,10:03,1h 0min,60,Domestic_Short,1 Long layover,6056,100.93
Alliance Air,04-11-2025,11,November,Tuesday,No,Varanasi,Hyderabad,VAR-DEL-HYD,VAR,DEL,HYD,,1 stop,13:45,16:18,1h 30min,90,Domestic_Short,No info,8886,98.73
IndiGo,14-01-2021,1,January,Thursday,No,Delhi,Bhubaneswar,DEL-CHE-BHU,DEL,CHE,BHU,,1 stop,06:52,20:45,2h 45min,165,Domestic_Long,In-flight meal not included,4382,26.56
IndiGo,27-12-2022,12,December,Tuesday,No,Cochin,Pune,COC-RAI-PUN,COC,RAI,PUN,,1 stop,16:20,19:54,9h 0min,540,Domestic_Long,Limited seats,10456,19.36
IndiGo,03-03-2024,3,March,Sunday,No,Guwahati,Cochin,GUW-BHU-COC,GUW,BHU,COC,,1 stop,21:27,12:24,5h 30min,330,Domestic_Long,1 Long layover,8632,26.16
IndiGo,01-03-2021,3,March,Monday,No,Patna,Pune,PAT-COC-CHE-PUN,PAT,COC,CHE,PUN,2 stops,04:53,00:10,4h 15min,255,Domestic_Long,WiFi available,4695,18.41
SpiceJet,23-07-2023,7,July,Sunday,Yes,Hyderabad,Patna,HYD-DEL-CHE-PAT,HYD,DEL,CHE,PAT,2 stops,13:14,08:50,8h 30min,510,Domestic_Long,Business class available,10997,21.56
Vistara,13-12-2024,12,December,Friday,Yes,Pune,Hyderabad,PUN-PAT-GUW-HYD,PUN,PAT,GUW,HYD,2 stops,09:27,15:49,3h 30min,210,Domestic_Long,Limited seats,15369,73.19
GoAir,21-09-2020,9,September,Monday,No,Cochin,Raipur,COC-BAN-NAG-RAI,COC,BAN,NAG,RAI,2 stops,09:26,13:53,8h 45min,525,Domestic_Long,Limited seats,13938,26.55
Air India,01-11-2020,11,November,Sunday,No,Mumbai,Varanasi,MUM-VAR,MUM,VAR,,,non-stop,20:41,09:24,5h 15min,315,Domestic_Long,WiFi available,9524,30.23
TruJet,14-04-2024,4,April,Sunday,No,Ahmedabad,Goa,AHM-HYD-RAI-SUR-GOA,AHM,HYD,RAI,SUR,3 stops,10:50,11:18,10h 30min,630,Domestic_Long,New aircraft,14255,22.63
Air India,01-02-2025,2,February,Saturday,No,Pune,Guwahati,PUN-HYD-KOL-GUW,PUN,HYD,KOL,GUW,2 stops,17:10,02:19,11h 30min,690,Domestic_Long,Business class available,9893,14.34
GoAir,19-04-2019,4,April,Friday,No,Ahmedabad,Bhubaneswar,AHM-SUR-KOL-RAI-BHU,AHM,SUR,KOL,RAI,3 stops,07:10,12:41,5h 0min,300,Domestic_Long,WiFi available,8539,28.46
Air India,28-05-2023,5,May,Sunday,Yes,Bhubaneswar,Raipur,BHU-RAI,BHU,RAI,,,non-stop,02:26,12:26,14h 30min,870,Domestic_Long,Business class available,9102,10.46
Akasa Air,07-09-2020,9,September,Monday,Yes,Varanasi,Lucknow,VAR-JAI-PAT-LUC,VAR,JAI,PAT,LUC,2 stops,07:32,20:23,7h 0min,420,Domestic_Long,New aircraft,10255,24.42
Star Air,09-02-2023,2,February,Thursday,No,Varanasi,Patna,VAR-PUN-MUM-LUC-PAT,VAR,PUN,MUM,LUC,3 stops,16:47,02:10,5h 30min,330,Domestic_Long,WiFi available,8429,25.54
TruJet,03-01-2022,1,January,Monday,No,Surat,Lucknow,SUR-DEL-KOL-LUC,SUR,DEL,KOL,LUC,2 stops,14:00,18:04,1h 0min,60,Domestic_Short,Extra baggage allowed,10203,170.05
Akasa Air,27-08-2023,8,August,Sunday,No,Raipur,Cochin,RAI-GUW-GOA-COC,RAI,GUW,GOA,COC,2 stops,19:32,00:31,10h 45min,645,Domestic_Long,Red-eye flight,11282,17.49
Alliance Air,28-07-2021,7,July,Wednesday,No,Hyderabad,Indore,HYD-IND,HYD,IND,,,non-stop,16:22,16:15,8h 30min,510,Domestic_Long,WiFi available,3369,6.61
Star Air,22-10-2024,10,October,Tuesday,No,Chennai,Pune,CHE-MUM-NAG-PUN,CHE,MUM,NAG,PUN,2 stops,00:08,07:45,14h 15min,855,Domestic_Long,New aircraft,10442,12.21
AirAsia India,04-12-2024,12,December,Wednesday,Yes,Guwahati,Mumbai,GUW-COC-KOL-NAG-MUM,GUW,COC,KOL,NAG,3 stops,00:32,02:34,4h 30min,270,Domestic_Long,New aircraft,8314,30.79
Air India,13-06-2023,6,June,Tuesday,Yes,Nagpur,Ahmedabad,NAG-AHM,NAG,AHM,,,non-stop,12:16,19:04,12h 15min,735,Domestic_Long,WiFi available,8920,12.14
Air India,08-11-2020,11,November,Sunday,No,Guwahati,Kolkata,GUW-RAI-HYD-AHM-KOL,GUW,RAI,HYD,AHM,3 stops,07:46,13:48,1h 45min,105,Domestic_Short,In-flight meal not included,11529,109.8
TruJet,09-11-2025,11,November,Sunday,No,Varanasi,Patna,VAR-PAT,VAR,PAT,,,non-stop,06:38,02:33,11h 30min,690,Domestic_Long,Extra baggage allowed,6632,9.61
Akasa Air,17-09-2019,9,September,Tuesday,No,Bhubaneswar,Kolkata,BHU-NAG-LUC-KOL,BHU,NAG,LUC,KOL,2 stops,18:23,04:13,7h 15min,435,Domestic_Long,Limited seats,10275,23.62
GoAir,05-01-2023,1,January,Thursday,No,Varanasi,Jaipur,VAR-JAI,VAR,JAI,,,non-stop,11:43,05:46,14h 30min,870,Domestic_Long,New aircraft,9212,10.59
TruJet,22-11-2021,11,November,Monday,No,Lucknow,Guwahati,LUC-RAI-IND-GUW,LUC,RAI,IND,GUW,2 stops,21:30,08:57,3h 30min,210,Domestic_Long,In-flight meal not included,12287,58.51
Star Air,17-10-2025,10,October,Friday,Yes,Hyderabad,Delhi,HYD-PAT-GUW-DEL,HYD,PAT,GUW,DEL,2 stops,13:38,02:03,8h 0min,480,Domestic_Long,Red-eye flight,14343,29.88
AirAsia India,15-08-2022,8,August,Monday,Yes,Nagpur,Bhubaneswar,NAG-IND-BAN-BHU,NAG,IND,BAN,BHU,2 stops,07:07,12:41,7h 15min,435,Domestic_Long,In-flight meal not included,9617,22.11
Akasa Air,09-07-2021,7,July,Friday,No,Patna,Surat,PAT-COC-NAG-IND-SUR,PAT,COC,NAG,IND,3 stops,13:33,09:28,4h 15min,255,Domestic_Long,Limited seats,9949,39.02
GoAir,09-05-2024,5,May,Thursday,No,Ahmedabad,Indore,AHM-PUN-PAT-CHE-IND,AHM,PUN,PAT,CHE,3 stops,20:35,13:22,8h 45min,525,Domestic_Long,Limited seats,7580,14.44
IndiGo,03-09-2021,9,September,Friday,No,Patna,Bhubaneswar,PAT-BAN-BHU,PAT,BAN,BHU,,1 stop,17:49,13:40,12h 15min,735,Domestic_Long,Limited seats,8262,11.24
Air India,18-02-2021,2,February,Thursday,No,Bhubaneswar,Guwahati,BHU-GUW,BHU,GUW,,,non-stop,20:47,11:14,3h 45min,225,Domestic_Long,Red-eye flight,8686,38.6
Vistara,02-05-2022,5,May,Monday,No,Kolkata,Cochin,KOL-JAI-DEL-RAI-COC,KOL,JAI,DEL,RAI,3 stops,10:34,18:25,12h 45min,765,Domestic_Long,Extra baggage allowed,10766,14.07
Star Air,02-08-2024,8,August,Friday,Yes,Jaipur,Mumbai,JAI-LUC-COC-BHU-MUM,JAI,LUC,COC,BHU,3 stops,22:05,19:24,7h 45min,465,Domestic_Long,1 Long layover,11409,24.54
SpiceJet,06-09-2019,9,September,Friday,Yes,Guwahati,Indore,GUW-GOA-PUN-LUC-IND,GUW,GOA,PUN,LUC,3 stops,08:38,13:07,7h 45min,465,Domestic_Long,Limited seats,14676,31.56
Akasa Air,25-03-2021,3,March,Thursday,No,Surat,Raipur,SUR-DEL-RAI,SUR,DEL,RAI,,1 stop,02:18,00:17,9h 15min,555,Domestic_Long,Red-eye flight,12726,22.93
Vistara,23-02-2019,2,February,Saturday,No,Chennai,Varanasi,CHE-VAR,CHE,VAR,,,non-stop,11:40,01:09,11h 15min,675,Domestic_Long,Extra baggage allowed,6747,10
Vistara,08-11-2023,11,November,Wednesday,No,Cochin,Bangalore,COC-CHE-BHU-IND-BAN,COC,CHE,BHU,IND,3 stops,00:56,21:50,1h 45min,105,Domestic_Short,Business class available,14035,133.67
Akasa Air,25-01-2023,1,January,Wednesday,No,Varanasi,Chennai,VAR-IND-NAG-PAT-CHE,VAR,IND,NAG,PAT,3 stops,19:29,05:47,13h 45min,825,Domestic_Long,New aircraft,9146,11.09
Star Air,08-08-2025,8,August,Friday,No,Varanasi,Patna,VAR-BAN-IND-PAT,VAR,BAN,IND,PAT,2 stops,14:22,19:40,1h 15min,75,Domestic_Short,WiFi available,6868,91.57
SpiceJet,02-01-2020,1,January,Thursday,Yes,Ahmedabad,Bhubaneswar,AHM-COC-NAG-BHU,AHM,COC,NAG,BHU,2 stops,11:38,09:04,11h 45min,705,Domestic_Long,In-flight meal not included,15009,21.29
Alliance Air,12-06-2023,6,June,Monday,Yes,Mumbai,Bhubaneswar,MUM-BHU,MUM,BHU,,,non-stop,17:07,08:25,1h 45min,105,Domestic_Short,Business class available,6202,59.07
